股票代码,股票名称,组织形式,公司全称,英文名称,所属行业,注册资本,董事长,地域,办公地址,公司网址,董事会秘书,董秘电话,董秘邮箱,成立日期,上市日期,募资资金总额,发行价格,发行市盈率
600103,青山纸业,国有相对控股企业,福建省青山纸业股份有限公司,"Fujian Qingshan Paper Industry Co.,Ltd.",造纸,"106,184万元",潘士颖,福建,福建省沙县青州镇,www.qingshanpaper.com,林建平,0591-83367773,dm@qingshanpaper.com,1993/4/1,1997/7/3,"40,800万元
            ","5.10元
            ","17.00%
            "
600104,上汽集团,国有企业,上海汽车集团股份有限公司,SAIC Motor Corporation Limited,汽车制造,"1,102,557万元",陈虹,上海,上海市静安区威海路489号,www.saicmotor.com,王剑璋,021-22011138,saicmotor@saic.com.cn,1997/11/20,1997/11/25,"210,600万元
            ","7.02元
            ","14.90%
            "
600105,永鼎股份,民营企业,江苏永鼎股份有限公司,"Jiang Su Etern Co.,ltd.",电器制造,"38,095万元",莫林弟,江苏,江苏省苏州市吴江区芦墟镇318国道72K北侧,www.yongding.com.cn,彭勇泉,0512-63271201,pyq@yongding.com.cn,1994/6/30,1997/9/29,"24,850万元
            ","7.10元
            ","12.46%
            "
600106,重庆路桥,国有相对控股企业,重庆路桥股份有限公司,"Chongqing Road & Bridge Co.,Ltd.",交通物流,"90,774万元",江津,重庆,重庆市南坪经济技术开发区丹龙路11号,www.cqrb.com.cn,张漫,023-62803632,cqrb@cqrb.com.cn,1997/2/3,1997/6/18,"48,600万元
            ","5.40元
            ","14.00%
            "
600107,美尔雅,国有相对控股企业,湖北美尔雅股份有限公司,"Hubei Mailyard Share Co.,Ltd.",服装制造,"36,000万元",杨闻孙,湖北,湖北省黄石市团城山开发区美尔雅工业园,www.mailyard.com.cn,王黎,0714-6360298,gufen@mailyard.com.cn,1993/12/31,1997/11/6,"40,500万元
            ","8.10元
            ","12.80%
            "
600108,亚盛集团,国有相对控股企业,甘肃亚盛实业(集团)股份有限公司,"Gansu Yasheng Industrial (Group) Co.,Ltd.",农林牧渔,"194,692万元",杨树军,甘肃,兰州市城关区雁兴路21号,www.yasheng.com.cn,符继军,0931-8857057,ysjtdshbgs@163.com,1995/12/6,1997/8/18,"42,420万元
            ","6.06元
            ","15.00%
            "
600109,国金证券,民营相对控股企业,国金证券股份有限公司,"Sinolink Securities Co.,Ltd.",金融业,"283,686万元",冉云,四川,成都市青羊区东城根上街95号成证大厦16楼,www.gjzq.com.cn,周洪刚,028-86690021,zhouhg@gjzq.com.cn,1988/7/20,1997/8/7,"0万元
            ","2.20元
            ","0.00%
            "
600110,中科英华,民营相对控股企业,中科英华高技术股份有限公司,"China-Kinwa High Technology Co.,Ltd.",电器制造,"115,031万元",王为钢,吉林,吉林省长春市高新技术产业开发区北区航空街1666号,www.kinwa.com.cn,袁梅,0431-85161088,IR@kinwa.com.cn,1994/3/11,1997/10/7,"22,560万元
            ","7.52元
            ","13.80%
            "
600111,北方稀土,国有相对控股企业,中国北方稀土(集团)高科技股份有限公司,"China Northern Rare Earth(group)High-tech Co.,Ltd.",有色金属,"242,204万元",孟志泉,内蒙古,内蒙古包头市稀土高新技术产业开发区黄河路83号,www.reht.com,张日辉,0472-2207525,security@reht.com,1997/9/12,1997/9/24,"35,440万元
            ","4.43元
            ","14.30%
            "
600112,天成控股,民营企业,贵州长征天成控股股份有限公司,"Guizhou Changzheng Tiancheng Holding Co.,Ltd.",电器制造,"50,920万元",李勇,贵州,贵州省遵义市武汉路临1号长征电气工业园,www.tckg.cn,陈磊,0852-8620788,chenlei201401@yeah.net,1997/11/13,1997/11/27,"17,240万元
            ","4.31元
            ","13.30%
            "
600113,浙江东日,国有相对控股企业,浙江东日股份有限公司,"Zhejiang Dongri Co.,ltd.",批发零售,"31,860万元",杨作军,浙江,浙江省温州市矮凳桥92号,www.dongri.com,郑羲亮,0577-88812155,ZJDONGRI@WZ.ZJ.CN,1997/10/6,1997/10/21,"23,000万元
            ","5.75元
            ","13.10%
            "
600114,东睦股份,中外合资企业,东睦新材料集团股份有限公司,"Nbtm New Materials Group Co.,ltd.",金属制品,"37,722万元",芦德宝,浙江,浙江省宁波市鄞州工业园区(姜山)景江路8号,www.pm-china.com,曹阳,0574-87841061,caoyang@pm-china.com,1994/7/11,2004/5/11,"45,000万元
            ","10.00元
            ","13.89%
            "
600115,东方航空,国有企业,中国东方航空股份有限公司,China Eastern Airlines Corporation Limited,交通物流,"1,267,427万元",刘绍勇,上海,"上海市长宁区空港三路92号,香港金钟道95号统一中心31楼B室",www.ceair.com,汪健,021-22330928,ir@ceair.com,1995/4/14,1997/11/5,"194,600万元
            ","1.39元
            ","18.00%
            "
600116,三峡水利,国有相对控股企业,重庆三峡水利电力(集团)股份有限公司,"Chongqing Three Gorges Water Conservancy and Electric Power Co.,Ltd.",水电燃气,"26,753万元",叶建桥,重庆,"重庆市渝中区邹容路68号大都会商厦3611室,重庆市万州区高笋塘85号",www.cqsxsl.com,陈丽娟,023-63801161,sxsl600116@163.com,1994/4/28,1997/8/4,"31,900万元
            ","6.38元
            ","15.00%
            "
600117,西宁特钢,国有企业,西宁特殊钢股份有限公司,"Xining Special Steel Co.,Ltd.",黑色金属,"74,122万元",杨忠,青海,青海省西宁市,www.xntg.com,杨凯,0971-5299186,xntgyk@sohu.com,1996/2/6,1997/10/15,"46,400万元
            ","5.80元
            ","14.10%
            "
600118,中国卫星,国有企业,中国东方红卫星股份有限公司,"China Spacesat Co.,Ltd.",通信设备,"118,249万元",李开民,北京,北京市海淀区中关村南大街31号神舟科技大厦12层,www.spacesat.com.cn,万银娟,010-68197793,600118@spacesat.com.cn,1997/8/21,1997/9/8,"13,200万元
            ","5.28元
            ","15.00%
            "
600119,长江投资,国有相对控股企业,长发集团长江投资实业股份有限公司,"Y.U.D.Yangtze River Investment Industry Co.,Ltd.",交通物流,"30,740万元",居亮,上海,上海市闵行区光华路888号,www.cjtz.cn,李铁,021-68407009,litie@cjtz.cn,1997/11/28,1998/1/15,"19,040万元
            ","4.76元
            ","13.60%
            "
600120,浙江东方,国有相对控股企业,浙江东方集团股份有限公司,"Zhejiang Orient Holdings Co.,Ltd.",批发零售,"50,547万元",金朝萍(代),浙江,浙江省杭州市西湖大道12号,www.zjorient.com,王俊,0571-87600383,invest@zjorient.com,1992/12/15,1997/12/1,"7,938万元
            ","7.56元
            ","12.00%
            "
600121,郑州煤电,国有企业,郑州煤电股份有限公司,"Zhengzhou Coal Industry & Electric Power Co.,ltd.",采矿业,"101,534万元",王连海,河南,河南省郑州市中原西路188号,www.zzce.com.cn,陈晓燕,0371-87785116,chenxiaoyan@zmjt.cn,1997/1/18,1998/1/7,"44,000万元
            ","5.50元
            ","14.20%
            "
600122,宏图高科,民营相对控股企业,江苏宏图高科技股份有限公司,"Jiangsu Hongtu High Technology Co.,Ltd.",批发零售,"114,650万元",杨怀珍,江苏,江苏省南京市雨花台区软件大道68号,www.hiteker.com.cn,韩宏图,025-83274691,hanht@hiteker.com.cn,1997/8/13,1998/4/20,"33,050万元
            ","6.61元
            ","14.20%
            "
600123,兰花科创,国有相对控股企业,山西兰花科技创业股份有限公司,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd.",采矿业,"114,240万元",郝跃洲,山西,山西省晋城市凤台东街2288号兰花科技大厦,www.chinalanhua.com,王立印,0356-2189656,wly@chinalanhua.com,1998/12/8,1998/12/17,"32,960万元
            ","4.12元
            ","13.73%
            "
600125,铁龙物流,国有相对控股企业,中铁铁龙集装箱物流股份有限公司,"China Railway Tielong Container Logistics Co.,Ltd.",交通物流,"130,552万元",吴云天,辽宁,大连市中山区新安街1号,www.chinacrt.com,畅晓东,0411-82810881,changxiaodong@chinacrt.com,1993/2/16,1998/5/11,"17,100万元
            ","6.84元
            ","14.90%
            "
600126,杭钢股份,国有企业,杭州钢铁股份有限公司,"Hang Zhou Iron & Steel Co.,ltd.",黑色金属,"83,894万元",汤民强,浙江,浙江省杭州市拱墅区半山路178号,www.hzsteel.com,周尧福,0571-88132917,hggf@hzsteel.com,1998/2/26,1998/3/11,"54,825万元
            ","6.45元
            ","14.50%
            "
600127,金健米业,国有相对控股企业,金健米业股份有限公司,"JinJian Cereals Industry Co.,Ltd.",粮食加工,"64,178万元",谢文辉,湖南,湖南常德市常德经济技术开发区德山办事处莲池居委会崇德路158号,www.600127.cn,刘俊,0736-2588288,dm_600127@163.com,1998/4/27,1998/5/6,"26,500万元
            ","5.30元
            ","14.00%
            "
600128,弘业股份,国有相对控股企业,江苏弘业股份有限公司,Jiangsu Holly Corporation,批发零售,"24,677万元",李结祥,江苏,江苏省南京市中华路50号弘业大厦,www.artall.com.cn,王翠,025-52262530,hyzqb@artall.com,1994/6/30,1997/9/1,"23,695万元
            ","6.77元
            ","14.50%
            "
600129,太极集团,国有相对控股企业,重庆太极实业(集团)股份有限公司,"Chongqing Taiji Industry (Group) Co.,Ltd.",医药制造,"42,689万元",白礼西,重庆,重庆市涪陵区太极大道1号,www.taiji.com,蔡建军,023-89886129,caijianjun@taiji.com,1993/11/1,1997/11/18,"35,000万元
            ","7.00元
            ","14.00%
            "
600130,波导股份,民营相对控股企业,宁波波导股份有限公司,"Ningbo Bird Co.,Ltd.",通信设备,"76,800万元",徐立华,浙江,浙江省奉化市大成东路999号,www.chinabird.com,马思甜,0574-88918855,birdzq@chinabird.com,1995/7/27,2000/7/6,"64,000万元
            ","16.00元
            ","49.71%
            "
600131,岷江水电,国有企业,四川岷江水利电力股份有限公司,"Sichuan Minjiang Hydropower Co.,Ltd.",水电燃气,"50,413万元",张有才,四川,四川都江堰市奎光路301号,www.mjsdgs.com,肖劲松,028-80808131,xjs600131@263.net,1993/12/31,1998/4/2,"18,375万元
            ","5.25元
            ","15.00%
            "
600132,重庆啤酒,中外合资企业,重庆啤酒股份有限公司,"Chongqing Brewery Co.,Ltd.",茶酒饮料,"48,397万元",黎启基,重庆,重庆市九龙坡区马王乡龙泉村一号,www.chongqingbeer.com,邓炜,023-89139399,CBCSMIR@chongqinggroup.cn,1993/12/23,1997/10/30,"22,160万元
            ","5.54元
            ","14.10%
            "
600133,东湖高新,国有相对控股企业,武汉东湖高新集团股份有限公司,"Wuhan East Lake High Technology Group Co.,Ltd.",建筑业,"63,426万元",喻中权,湖北,湖北省武汉市东湖开发区佳园路1号东湖高新大楼,www.elht.com,李雪梅,027-87172038,dhgx@hotmail.com,1993/3/19,1998/2/12,"18,000万元
            ","4.50元
            ","14.50%
            "
600135,乐凯胶片,国有相对控股企业,乐凯胶片股份有限公司,"Lucky Film Company,ltd.",化学制品,"34,200万元",滕方迁,河北,河北省保定市乐凯南大街6号,www.gufen.luckyfilm.com.cn,张永光,0312-3302386,stock@luckyfilm.com.cn,1998/1/16,1998/1/22,"44,940万元
            ","6.42元
            ","15.00%
            "
600136,道博股份,民营企业,武汉道博股份有限公司,"Wuhan Double Co.,Ltd.",批发零售,"10,444万元",易仁涛,湖北,武汉市武昌区中南路99号保利大夏A座48楼,www.whggfz.com,周家敏,027-87115482,zhoujiamin0716@126.com,1992/10/30,1998/3/3,"13,225万元
            ","5.29元
            ","14.00%
            "
600137,浪莎股份,民营相对控股企业,四川浪莎控股股份有限公司,Sichuan Langsha Holding Ltd.,服装制造,"9,722万元",翁荣金,四川,四川省宜宾市外南街63号进出口大厦8楼,www.langshastock.com,马中明,0831-8216216,cjbz@163.com,1988/12/28,1998/4/16,"0万元
            ","1.00元
            ","0.00%
            "
600138,中青旅,国有相对控股企业,中青旅控股股份有限公司,"China CYTS Tours Holding Co.,Ltd.",租赁和商务,"72,384万元",张骏,北京,北京市东城区东直门南大街5号中青旅大厦,www.aoyou.com,王蕾,010-58158702,zhqb@aoyou.com,1997/7/7,1997/12/3,"39,420万元
            ","6.57元
            ","14.60%
            "
600139,西部资源,民营企业,四川西部资源控股股份有限公司,"Sichuan Western Resources Holding Co.,Ltd.",采矿业,"66,189万元",王成,四川,四川省成都市锦江区锦江工业开发区毕升路168号,www.scxbzy.com,王娜,028-85917855,wangna@scxbzy.com,1997/12/2,1998/2/25,"0万元
            ","2.00元
            ","0.00%
            "
600141,兴发集团,国有相对控股企业,湖北兴发化工集团股份有限公司,"Hubei Xingfa Chemicals Group Co.,ltd.",化学制品,"53,073万元",李国璋,湖北,湖北省兴山县古夫镇高阳大道58号,www.xingfagroup.com,程亚利,0717-6760939,yalicn2005@163.com,1994/8/17,1999/6/16,"18,800万元
            ","4.70元
            ","17.00%
            "
600143,金发科技,民营相对控股企业,金发科技股份有限公司,"Kingfa Sci.&Tech.Co.;,ltd.",橡胶塑料,"256,000万元",袁志敏,广东,广州市高新技术产业开发区科学城科丰路33号,www.kingfa.com.cn,宁凯军,020-66818881,kjning@kingfa.com.cn,1993/5/26,2004/6/23,"49,185万元
            ","10.93元
            ","15.36%
            "
600145,*ST国创,民营企业,贵州国创能源控股(集团)股份有限公司,"Guizhou Guochuang Energy Holding（Group）Co.,ltd.",非金属制品,"37,769万元",黄倞菲,贵州,贵州省贵阳市南明区花果园E区九栋十九层四号,www.gc145.com,王强,0851-5973347,gcny600145@163.com,1998/9/28,1999/9/23,"18,000万元
            ","4.00元
            ","23.92%
            "
600146,大元股份,民营企业,宁夏大元化工股份有限公司,"Ningxia Dayuan Chemical Co.,Ltd.",化学制品,"20,000万元",罗俊,宁夏,上海市中山西路1600号宏汇国际广场A座1105室-1106室,www.600146.net,李智昊,021-64698668,dy600146@vip.sina.com,1999/6/29,1999/7/7,"23,700万元
            ","3.95元
            ","16.24%
            "
600148,长春一东,国有企业,长春一东离合器股份有限公司,"Changchun Yidong Clutch Co.,Ltd.",汽车制造,"14,152万元",李艰,吉林,长春市高新区超然街2555号,www.ccyd.com.cn,李东毅,0431-85158520,600148@ccyd.com.cn,1998/5/7,1998/5/20,"9,540万元
            ","4.77元
            ","14.50%
            "
600149,廊坊发展,国有相对控股企业,廊坊发展股份有限公司,"Langfang Development Co.,Ltd.",综合,"38,016万元",王海滨,河北,河北省廊坊市开发区科技谷园区青果路99号,--,曹玫,0316-6066958,lf600149@163.com,1993/8/17,1999/10/14,"24,660万元
            ","5.48元
            ","20.76%
            "
600150,中国船舶,国有企业,中国船舶工业股份有限公司,China CSSC Holdings Limited,交运设备,"137,812万元",胡问鸣,上海,上海市浦东新区浦东大道1号15A层,csscholdings.cssc.net.cn,陶健,021-68860618,stock@csscholdings.com,1998/5/12,1998/5/20,"26,810万元
            ","3.83元
            ","15.00%
            "
600151,航天机电,国有相对控股企业,上海航天汽车机电股份有限公司,"Shanghai Aerospace Automobile Electromechanical Co.,Ltd.",通信设备,"125,018万元",姜文正,上海,上海市漕溪路222号航天大厦南楼,www.ht-saae.com,王慧莉,021-64827176,saae@ht-saae.com,1998/5/28,1998/6/5,"39,168万元
            ","5.76元
            ","14.00%
            "
